order_number,product_key,customer_key,order_date,shipping_date,due_date,sales_amount,quantity,sls_price
SO44158,16,2568,2011-03-05,2011-03-12,2011-03-17,3578.0,1,3578.0
SO44159,16,17183,2011-03-05,2011-03-12,2011-03-17,3578.0,1,3578.0
SO44160,17,17187,2011-03-05,2011-03-12,2011-03-17,3578.0,1,3578.0
SO44161,19,2773,2011-03-06,2011-03-13,2011-03-18,3578.0,1,3578.0
SO44162,16,17186,2011-03-06,2011-03-13,2011-03-18,3578.0,1,3578.0
SO44163,19,17194,2011-03-06,2011-03-13,2011-03-18,3578.0,1,3578.0
SO44164,20,17089,2011-03-06,2011-03-13,2011-03-18,3578.0,1,3578.0
SO44165,18,6066,2011-03-06,2011-03-13,2011-03-18,3578.0,1,3578.0
SO44166,43,3582,2011-03-06,2011-03-13,2011-03-18,699.0,1,699.0
SO44167,19,6309,2011-03-06,2011-03-13,2011-03-18,3578.0,1,3578.0
SO44168,18,1212,2011-03-07,2011-03-14,2011-03-19,3578.0,1,3578.0
SO44169,16,17180,2011-03-07,2011-03-14,2011-03-19,3578.0,1,3578.0
SO44170,19,17184,2011-03-07,2011-03-14,2011-03-19,3578.0,1,3578.0
SO44171,18,17113,2011-03-07,2011-03-14,2011-03-19,3578.0,1,3578.0
SO44172,43,3585,2011-03-07,2011-03-14,2011-03-19,699.0,1,699.0
SO44173,17,2785,2011-03-08,2011-03-15,2011-03-20,3578.0,1,3578.0
SO44174,16,6230,2011-03-08,2011-03-15,2011-03-20,3578.0,1,3578.0
SO44175,18,6247,2011-03-08,2011-03-15,2011-03-20,3578.0,1,3578.0
SO44176,19,1221,2011-03-09,2011-03-16,2011-03-21,3578.0,1,3578.0
SO44177,5,338,2011-03-09,2011-03-16,2011-03-21,3375.0,1,3375.0
SO44178,17,17098,2011-03-09,2011-03-16,2011-03-21,3578.0,1,3578.0
SO44179,5,14889,2011-03-09,2011-03-16,2011-03-21,3375.0,1,3375.0
SO44180,10,59,2011-03-09,2011-03-16,2011-03-21,3400.0,1,3400.0
SO44181,17,6295,2011-03-09,2011-03-16,2011-03-21,3578.0,1,3578.0
SO44182,20,6300,2011-03-09,2011-03-16,2011-03-21,3578.0,1,3578.0
SO44183,20,17159,2011-03-10,2011-03-17,2011-03-22,3578.0,1,3578.0
SO44184,19,6248,2011-03-10,2011-03-17,2011-03-22,3578.0,1,3578.0
SO44185,20,6281,2011-03-10,2011-03-17,2011-03-22,3578.0,1,3578.0
SO44186,10,14890,2011-03-12,2011-03-19,2011-03-24,3400.0,1,3400.0
SO44187,18,6070,2011-03-12,2011-03-19,2011-03-24,3578.0,1,3578.0
SO44188,47,9053,2011-03-13,2011-03-20,2011-03-25,699.0,1,699.0
SO44189,53,9055,2011-03-13,2011-03-20,2011-03-25,699.0,1,699.0
SO44190,3,62,2011-03-13,2011-03-20,2011-03-25,3375.0,1,3375.0
SO44191,20,6249,2011-03-13,2011-03-20,2011-03-25,3578.0,1,3578.0
SO44192,17,2571,2011-03-14,2011-03-21,2011-03-26,3578.0,1,3578.0
SO44193,17,17165,2011-03-14,2011-03-21,2011-03-26,3578.0,1,3578.0
SO44194,20,6065,2011-03-14,2011-03-21,2011-03-26,3578.0,1,3578.0
SO44195,18,6250,2011-03-14,2011-03-21,2011-03-26,3578.0,1,3578.0
SO44196,19,6296,2011-03-14,2011-03-21,2011-03-26,3578.0,1,3578.0
SO44197,17,17097,2011-03-15,2011-03-22,2011-03-27,3578.0,1,3578.0
SO44198,20,17151,2011-03-15,2011-03-22,2011-03-27,3578.0,1,3578.0
SO44199,18,6260,2011-03-15,2011-03-22,2011-03-27,3578.0,1,3578.0
SO44200,16,6313,2011-03-15,2011-03-22,2011-03-27,3578.0,1,3578.0
SO44201,18,1255,2011-03-16,2011-03-23,2011-03-28,3578.0,1,3578.0
SO44202,16,17160,2011-03-16,2011-03-23,2011-03-28,3578.0,1,3578.0
SO44203,17,17150,2011-03-16,2011-03-23,2011-03-28,3578.0,1,3578.0
SO44204,48,3581,2011-03-16,2011-03-23,2011-03-28,699.0,1,699.0
SO44205,17,6286,2011-03-16,2011-03-23,2011-03-28,3578.0,1,3578.0
SO44206,10,251,2011-03-17,2011-03-24,2011-03-29,3400.0,1,3400.0
SO44207,18,17163,2011-03-17,2011-03-24,2011-03-29,3578.0,1,3578.0
SO44208,10,14880,2011-03-17,2011-03-24,2011-03-29,3400.0,1,3400.0
SO44209,16,6258,2011-03-17,2011-03-24,2011-03-29,3578.0,1,3578.0
SO44210,20,2784,2011-03-18,2011-03-25,2011-03-30,3578.0,1,3578.0
SO44211,18,17155,2011-03-18,2011-03-25,2011-03-30,3578.0,1,3578.0
SO44212,17,17171,2011-03-18,2011-03-25,2011-03-30,3578.0,1,3578.0
SO44213,20,6352,2011-03-18,2011-03-25,2011-03-30,3578.0,1,3578.0
SO44214,16,6333,2011-03-18,2011-03-25,2011-03-30,3578.0,1,3578.0
SO44215,17,17181,2011-03-19,2011-03-26,2011-03-31,3578.0,1,3578.0
SO44216,19,2561,2011-03-19,2011-03-26,2011-03-31,3578.0,1,3578.0
SO44217,20,17149,2011-03-19,2011-03-26,2011-03-31,3578.0,1,3578.0
SO44218,16,11110,2011-03-19,2011-03-26,2011-03-31,3578.0,1,3578.0
SO44219,43,3591,2011-03-19,2011-03-26,2011-03-31,699.0,1,699.0
SO44220,8,61,2011-03-19,2011-03-26,2011-03-31,3400.0,1,3400.0
SO44221,19,6256,2011-03-19,2011-03-26,2011-03-31,3578.0,1,3578.0
SO44222,16,6259,2011-03-19,2011-03-26,2011-03-31,3578.0,1,3578.0
SO44223,20,2848,2011-03-20,2011-03-27,2011-04-01,3578.0,1,3578.0
SO44224,19,17167,2011-03-20,2011-03-27,2011-04-01,3578.0,1,3578.0
SO44225,53,9061,2011-03-21,2011-03-28,2011-04-02,699.0,1,699.0
SO44226,18,1256,2011-03-21,2011-03-28,2011-04-02,3578.0,1,3578.0
SO44227,4,17402,2011-03-21,2011-03-28,2011-04-02,3375.0,1,3375.0
SO44228,7,334,2011-03-21,2011-03-28,2011-04-02,3400.0,1,3400.0
SO44229,7,14887,2011-03-21,2011-03-28,2011-04-02,3400.0,1,3400.0
SO44230,17,6242,2011-03-21,2011-03-28,2011-04-02,3578.0,1,3578.0
SO44231,47,6974,2011-03-21,2011-03-28,2011-04-02,699.0,1,699.0
SO44232,17,6335,2011-03-21,2011-03-28,2011-04-02,3578.0,1,3578.0
SO44233,20,2842,2011-03-22,2011-03-29,2011-04-03,3578.0,1,3578.0
SO44234,17,17185,2011-03-22,2011-03-29,2011-04-03,3578.0,1,3578.0
SO44235,18,11118,2011-03-22,2011-03-29,2011-04-03,3578.0,1,3578.0
SO44236,17,17192,2011-03-22,2011-03-29,2011-04-03,3578.0,1,3578.0
SO44237,20,6057,2011-03-22,2011-03-29,2011-04-03,3578.0,1,3578.0
SO44238,16,6080,2011-03-22,2011-03-29,2011-04-03,3578.0,1,3578.0
SO44239,16,1218,2011-03-23,2011-03-30,2011-04-04,3578.0,1,3578.0
SO44240,16,2581,2011-03-23,2011-03-30,2011-04-04,3578.0,1,3578.0
SO44241,18,17156,2011-03-23,2011-03-30,2011-04-04,3578.0,1,3578.0
SO44242,18,17164,2011-03-23,2011-03-30,2011-04-04,3578.0,1,3578.0
SO44243,17,6279,2011-03-23,2011-03-30,2011-04-04,3578.0,1,3578.0
SO44244,17,6330,2011-03-23,2011-03-30,2011-04-04,3578.0,1,3578.0
SO44245,51,14557,2011-03-23,2011-03-30,2011-04-04,699.0,1,699.0
SO44246,17,1220,2011-03-24,2011-03-31,2011-04-05,3578.0,1,3578.0
SO44247,20,6234,2011-03-24,2011-03-31,2011-04-05,3578.0,1,3578.0
SO44248,18,6241,2011-03-24,2011-03-31,2011-04-05,3578.0,1,3578.0
SO44249,18,2846,2011-03-25,2011-04-01,2011-04-06,3578.0,1,3578.0
SO44250,17,17168,2011-03-25,2011-04-01,2011-04-06,3578.0,1,3578.0
SO44251,16,17191,2011-03-25,2011-04-01,2011-04-06,3578.0,1,3578.0
SO44252,17,2778,2011-03-26,2011-04-02,2011-04-07,3578.0,1,3578.0
SO44253,20,17100,2011-03-26,2011-04-02,2011-04-07,3578.0,1,3578.0
SO44254,19,17143,2011-03-26,2011-04-02,2011-04-07,3578.0,1,3578.0
SO44255,44,3586,2011-03-26,2011-04-02,2011-04-07,699.0,1,699.0
SO44256,17,6233,2011-03-26,2011-04-02,2011-04-07,3578.0,1,3578.0
SO44257,18,1213,2011-03-27,2011-04-03,2011-04-08,3578.0,1,3578.0
SO44258,20,2580,2011-03-27,2011-04-03,2011-04-08,3578.0,1,3578.0
SO44259,17,17172,2011-03-27,2011-04-03,2011-04-08,3578.0,1,3578.0
SO44260,17,17195,2011-03-27,2011-04-03,2011-04-08,3578.0,1,3578.0
SO44261,17,11113,2011-03-27,2011-04-03,2011-04-08,3578.0,1,3578.0
SO44262,53,9150,2011-03-27,2011-04-03,2011-04-08,699.0,1,699.0
SO44263,20,6280,2011-03-27,2011-04-03,2011-04-08,3578.0,1,3578.0
SO44264,18,6287,2011-03-27,2011-04-03,2011-04-08,3578.0,1,3578.0
SO44265,52,14558,2011-03-27,2011-04-03,2011-04-08,699.0,1,699.0
SO44266,48,14560,2011-03-27,2011-04-03,2011-04-08,699.0,1,699.0
SO44267,48,8340,2011-03-28,2011-04-04,2011-04-09,699.0,1,699.0
SO44268,17,2821,2011-03-28,2011-04-04,2011-04-09,3578.0,1,3578.0
SO44269,49,3590,2011-03-29,2011-04-05,2011-04-10,699.0,1,699.0
SO44270,19,2795,2011-03-30,2011-04-06,2011-04-11,3578.0,1,3578.0
SO44271,19,2847,2011-03-30,2011-04-06,2011-04-11,3578.0,1,3578.0
SO44272,16,1257,2011-03-30,2011-04-06,2011-04-11,3578.0,1,3578.0
SO44273,16,17148,2011-03-30,2011-04-06,2011-04-11,3578.0,1,3578.0
SO44274,19,17153,2011-03-30,2011-04-06,2011-04-11,3578.0,1,3578.0
SO44275,16,6257,2011-03-30,2011-04-06,2011-04-11,3578.0,1,3578.0
SO44276,18,6278,2011-03-30,2011-04-06,2011-04-11,3578.0,1,3578.0
SO44277,16,6289,2011-03-30,2011-04-06,2011-04-11,3578.0,1,3578.0
SO44278,20,6294,2011-03-30,2011-04-06,2011-04-11,3578.0,1,3578.0
SO44279,18,6327,2011-03-30,2011-04-06,2011-04-11,3578.0,1,3578.0
SO44320,19,3430,2011-03-31,2011-04-07,2011-04-12,3578.0,1,3578.0
SO44321,16,17223,2011-03-31,2011-04-07,2011-04-12,3578.0,1,3578.0
SO44322,50,6976,2011-03-31,2011-04-07,2011-04-12,699.0,1,699.0
SO44323,7,73,2011-03-31,2011-04-07,2011-04-12,3400.0,1,3400.0
SO44324,16,1268,2011-04-01,2011-04-08,2011-04-13,3578.0,1,3578.0
SO44325,6,96,2011-04-01,2011-04-08,2011-04-13,3375.0,1,3375.0
SO44326,17,6729,2011-04-01,2011-04-08,2011-04-13,3578.0,1,3578.0
SO44327,19,17599,2011-04-02,2011-04-09,2011-04-14,3578.0,1,3578.0
SO44328,20,6922,2011-04-02,2011-04-09,2011-04-14,3578.0,1,3578.0
SO44329,16,6905,2011-04-02,2011-04-09,2011-04-14,3578.0,1,3578.0
SO44330,17,17200,2011-04-02,2011-04-09,2011-04-14,3578.0,1,3578.0
SO44331,16,17258,2011-04-03,2011-04-10,2011-04-15,3578.0,1,3578.0
SO44332,20,6511,2011-04-03,2011-04-10,2011-04-15,3578.0,1,3578.0
SO44333,8,344,2011-04-04,2011-04-11,2011-04-16,3400.0,1,3400.0
SO44334,16,17274,2011-04-04,2011-04-11,2011-04-16,3578.0,1,3578.0
SO44335,54,9166,2011-04-04,2011-04-11,2011-04-16,699.0,1,699.0
SO44336,8,14896,2011-04-04,2011-04-11,2011-04-16,3400.0,1,3400.0
SO44337,6,98,2011-04-04,2011-04-11,2011-04-16,3375.0,1,3375.0
SO44338,19,7189,2011-04-04,2011-04-11,2011-04-16,3578.0,1,3578.0
SO44339,16,7190,2011-04-04,2011-04-11,2011-04-16,3578.0,1,3578.0
SO44340,19,6355,2011-04-04,2011-04-11,2011-04-16,3578.0,1,3578.0
SO44341,3,14906,2011-04-05,2011-04-12,2011-04-17,3375.0,1,3375.0
SO44342,52,3611,2011-04-05,2011-04-12,2011-04-17,699.0,1,699.0
SO44343,19,6921,2011-04-05,2011-04-12,2011-04-17,3578.0,1,3578.0
SO44344,20,3428,2011-04-06,2011-04-13,2011-04-18,3578.0,1,3578.0
SO44345,18,17201,2011-04-06,2011-04-13,2011-04-18,3578.0,1,3578.0
SO44346,48,3603,2011-04-06,2011-04-13,2011-04-18,699.0,1,699.0
SO44347,17,6912,2011-04-06,2011-04-13,2011-04-18,3578.0,1,3578.0
SO44348,18,3160,2011-04-07,2011-04-14,2011-04-19,3578.0,1,3578.0
SO44349,16,17244,2011-04-07,2011-04-14,2011-04-19,3578.0,1,3578.0
SO44350,17,17245,2011-04-07,2011-04-14,2011-04-19,3578.0,1,3578.0
SO44351,19,17272,2011-04-07,2011-04-14,2011-04-19,3578.0,1,3578.0
SO44352,16,17298,2011-04-07,2011-04-14,2011-04-19,3578.0,1,3578.0
SO44353,49,3592,2011-04-07,2011-04-14,2011-04-19,699.0,1,699.0
SO44354,48,3604,2011-04-07,2011-04-14,2011-04-19,699.0,1,699.0
SO44355,10,94,2011-04-07,2011-04-14,2011-04-19,3400.0,1,3400.0
SO44356,8,100,2011-04-07,2011-04-14,2011-04-19,3400.0,1,3400.0
SO44357,20,6512,2011-04-07,2011-04-14,2011-04-19,3578.0,1,3578.0
SO44358,20,6733,2011-04-07,2011-04-14,2011-04-19,3578.0,1,3578.0
SO44359,16,3526,2011-04-08,2011-04-15,2011-04-20,3578.0,1,3578.0
SO44360,16,3159,2011-04-08,2011-04-15,2011-04-20,3578.0,1,3578.0
SO44361,20,2687,2011-04-08,2011-04-15,2011-04-20,3578.0,1,3578.0
SO44362,20,17260,2011-04-08,2011-04-15,2011-04-20,3578.0,1,3578.0
SO44363,17,17286,2011-04-08,2011-04-15,2011-04-20,3578.0,1,3578.0
SO44364,3,93,2011-04-08,2011-04-15,2011-04-20,3375.0,1,3375.0
SO44365,18,6913,2011-04-08,2011-04-15,2011-04-20,3578.0,1,3578.0
SO44366,18,6503,2011-04-08,2011-04-15,2011-04-20,3578.0,1,3578.0
SO44367,50,14563,2011-04-08,2011-04-15,2011-04-20,699.0,1,699.0
SO44368,19,3151,2011-04-09,2011-04-16,2011-04-21,3578.0,1,3578.0
SO44369,20,17251,2011-04-09,2011-04-16,2011-04-21,3578.0,1,3578.0
SO44370,18,7194,2011-04-09,2011-04-16,2011-04-21,3578.0,1,3578.0
SO44371,16,6515,2011-04-09,2011-04-16,2011-04-21,3578.0,1,3578.0
SO44372,20,6737,2011-04-09,2011-04-16,2011-04-21,3578.0,1,3578.0
SO44373,20,2768,2011-04-10,2011-04-17,2011-04-22,3578.0,1,3578.0
SO44374,20,3158,2011-04-10,2011-04-17,2011-04-22,3578.0,1,3578.0
SO44375,20,3184,2011-04-10,2011-04-17,2011-04-22,3578.0,1,3578.0
SO44376,4,18400,2011-04-10,2011-04-17,2011-04-22,3375.0,1,3375.0
SO44377,20,17235,2011-04-10,2011-04-17,2011-04-22,3578.0,1,3578.0
SO44378,4,14904,2011-04-10,2011-04-17,2011-04-22,3375.0,1,3375.0
SO44379,6,81,2011-04-10,2011-04-17,2011-04-22,3375.0,1,3375.0
SO44380,20,6916,2011-04-10,2011-04-17,2011-04-22,3578.0,1,3578.0
SO44381,18,3192,2011-04-11,2011-04-18,2011-04-23,3578.0,1,3578.0
SO44382,10,342,2011-04-11,2011-04-18,2011-04-23,3400.0,1,3400.0
SO44383,20,17269,2011-04-11,2011-04-18,2011-04-23,3578.0,1,3578.0
SO44384,16,17297,2011-04-11,2011-04-18,2011-04-23,3578.0,1,3578.0
SO44385,19,17299,2011-04-11,2011-04-18,2011-04-23,3578.0,1,3578.0
SO44386,17,17588,2011-04-11,2011-04-18,2011-04-23,3578.0,1,3578.0
SO44387,6,97,2011-04-11,2011-04-18,2011-04-23,3375.0,1,3375.0
SO44388,20,6925,2011-04-11,2011-04-18,2011-04-23,3578.0,1,3578.0
SO44389,18,6926,2011-04-11,2011-04-18,2011-04-23,3578.0,1,3578.0
SO44390,19,6354,2011-04-11,2011-04-18,2011-04-23,3578.0,1,3578.0
SO44391,18,6731,2011-04-11,2011-04-18,2011-04-23,3578.0,1,3578.0
SO44392,19,6911,2011-04-11,2011-04-18,2011-04-23,3578.0,1,3578.0
SO44393,8,18399,2011-04-12,2011-04-19,2011-04-24,3400.0,1,3400.0
SO44394,18,17247,2011-04-12,2011-04-19,2011-04-24,3578.0,1,3578.0
SO44395,19,17340,2011-04-12,2011-04-19,2011-04-24,3578.0,1,3578.0
SO44396,8,14902,2011-04-12,2011-04-19,2011-04-24,3400.0,1,3400.0
SO44397,51,3597,2011-04-12,2011-04-19,2011-04-24,699.0,1,699.0
SO44398,17,6734,2011-04-12,2011-04-19,2011-04-24,3578.0,1,3578.0
SO44399,16,17241,2011-04-13,2011-04-20,2011-04-25,3578.0,1,3578.0
SO44400,17,17589,2011-04-13,2011-04-20,2011-04-25,3578.0,1,3578.0
SO44401,17,6516,2011-04-13,2011-04-20,2011-04-25,3578.0,1,3578.0
SO44402,19,2667,2011-04-14,2011-04-21,2011-04-26,3578.0,1,3578.0
SO44403,5,8845,2011-04-14,2011-04-21,2011-04-26,3375.0,1,3375.0
SO44404,19,17222,2011-04-15,2011-04-22,2011-04-27,3578.0,1,3578.0
SO44405,20,17225,2011-04-15,2011-04-22,2011-04-27,3578.0,1,3578.0
SO44406,18,17300,2011-04-15,2011-04-22,2011-04-27,3578.0,1,3578.0
SO44407,6,78,2011-04-15,2011-04-22,2011-04-27,3375.0,1,3375.0
SO44408,6,104,2011-04-15,2011-04-22,2011-04-27,3375.0,1,3375.0
SO44409,52,14564,2011-04-15,2011-04-22,2011-04-27,699.0,1,699.0
SO44410,20,17224,2011-04-16,2011-04-23,2011-04-28,3578.0,1,3578.0
SO44411,17,17585,2011-04-16,2011-04-23,2011-04-28,3578.0,1,3578.0
SO44412,4,101,2011-04-16,2011-04-23,2011-04-28,3375.0,1,3375.0
SO44413,20,2607,2011-04-17,2011-04-24,2011-04-29,3578.0,1,3578.0
SO44414,16,17341,2011-04-17,2011-04-24,2011-04-29,3578.0,1,3578.0
SO44415,17,17356,2011-04-17,2011-04-24,2011-04-29,3578.0,1,3578.0
SO44416,8,70,2011-04-17,2011-04-24,2011-04-29,3400.0,1,3400.0
SO44417,16,6918,2011-04-17,2011-04-24,2011-04-29,3578.0,1,3578.0
SO44418,16,6920,2011-04-17,2011-04-24,2011-04-29,3578.0,1,3578.0
SO44419,20,6353,2011-04-17,2011-04-24,2011-04-29,3578.0,1,3578.0
SO44420,16,6513,2011-04-17,2011-04-24,2011-04-29,3578.0,1,3578.0
SO44421,18,2608,2011-04-18,2011-04-25,2011-04-30,3578.0,1,3578.0
SO44422,49,8354,2011-04-18,2011-04-25,2011-04-30,699.0,1,699.0
SO44423,18,17587,2011-04-18,2011-04-25,2011-04-30,3578.0,1,3578.0
SO44424,17,6917,2011-04-18,2011-04-25,2011-04-30,3578.0,1,3578.0
SO44425,16,6505,2011-04-18,2011-04-25,2011-04-30,3578.0,1,3578.0
SO44426,19,2771,2011-04-19,2011-04-26,2011-05-01,3578.0,1,3578.0
SO44427,19,3147,2011-04-19,2011-04-26,2011-05-01,3578.0,1,3578.0
SO44428,18,17363,2011-04-19,2011-04-26,2011-05-01,3578.0,1,3578.0
SO44429,19,17584,2011-04-19,2011-04-26,2011-05-01,3578.0,1,3578.0
SO44430,18,6928,2011-04-19,2011-04-26,2011-05-01,3578.0,1,3578.0
SO44431,17,6726,2011-04-19,2011-04-26,2011-05-01,3578.0,1,3578.0
SO44432,19,3166,2011-04-20,2011-04-27,2011-05-02,3578.0,1,3578.0
SO44433,17,17271,2011-04-20,2011-04-27,2011-05-02,3578.0,1,3578.0
SO44434,20,17581,2011-04-20,2011-04-27,2011-05-02,3578.0,1,3578.0
SO44435,17,17574,2011-04-21,2011-04-28,2011-05-03,3578.0,1,3578.0
SO44436,53,15631,2011-04-21,2011-04-28,2011-05-03,699.0,1,699.0
SO44437,7,77,2011-04-21,2011-04-28,2011-05-03,3400.0,1,3400.0
SO44438,17,6910,2011-04-21,2011-04-28,2011-05-03,3578.0,1,3578.0
SO44439,20,3196,2011-04-22,2011-04-29,2011-05-04,3578.0,1,3578.0
SO44440,17,1262,2011-04-22,2011-04-29,2011-05-04,3578.0,1,3578.0
SO44441,17,11119,2011-04-22,2011-04-29,2011-05-04,3578.0,1,3578.0
SO44442,47,3600,2011-04-22,2011-04-29,2011-05-04,699.0,1,699.0
SO44443,20,6371,2011-04-22,2011-04-29,2011-05-04,3578.0,1,3578.0
SO44444,16,2698,2011-04-24,2011-05-01,2011-05-06,3578.0,1,3578.0
SO44445,19,6479,2011-04-25,2011-05-02,2011-05-07,3578.0,1,3578.0
SO44446,18,6915,2011-04-25,2011-05-02,2011-05-07,3578.0,1,3578.0
SO44447,17,1266,2011-04-26,2011-05-03,2011-05-08,3578.0,1,3578.0
SO44448,16,17265,2011-04-26,2011-05-03,2011-05-08,3578.0,1,3578.0
SO44449,17,17294,2011-04-26,2011-05-03,2011-05-08,3578.0,1,3578.0
SO44450,20,17295,2011-04-26,2011-05-03,2011-05-08,3578.0,1,3578.0
SO44451,18,17296,2011-04-26,2011-05-03,2011-05-08,3578.0,1,3578.0
SO44452,46,9165,2011-04-26,2011-05-03,2011-05-08,699.0,1,699.0
SO44453,20,6924,2011-04-26,2011-05-03,2011-05-08,3578.0,1,3578.0
SO44454,20,6927,2011-04-26,2011-05-03,2011-05-08,3578.0,1,3578.0
SO44455,17,6514,2011-04-26,2011-05-03,2011-05-08,3578.0,1,3578.0
SO44456,52,14561,2011-04-26,2011-05-03,2011-05-08,699.0,1,699.0
SO44457,16,17197,2011-04-27,2011-05-04,2011-05-09,3578.0,1,3578.0
SO44458,19,17248,2011-04-27,2011-05-04,2011-05-09,3578.0,1,3578.0
SO44459,19,17289,2011-04-27,2011-05-04,2011-05-09,3578.0,1,3578.0
SO44460,47,9151,2011-04-27,2011-05-04,2011-05-09,699.0,1,699.0
SO44461,18,6919,2011-04-27,2011-05-04,2011-05-09,3578.0,1,3578.0
SO44462,16,3156,2011-04-28,2011-05-05,2011-05-10,3578.0,1,3578.0
SO44463,46,8341,2011-04-28,2011-05-05,2011-05-10,699.0,1,699.0
SO44464,19,11121,2011-04-28,2011-05-05,2011-05-10,3578.0,1,3578.0
SO44465,52,3614,2011-04-28,2011-05-05,2011-05-10,699.0,1,699.0
SO44466,47,15641,2011-04-28,2011-05-05,2011-05-10,699.0,1,699.0
SO44467,9,71,2011-04-28,2011-05-05,2011-05-10,3400.0,1,3400.0
SO44468,6,76,2011-04-28,2011-05-05,2011-05-10,3375.0,1,3375.0
SO44469,19,6735,2011-04-28,2011-05-05,2011-05-10,3578.0,1,3578.0
SO44470,18,6736,2011-04-28,2011-05-05,2011-05-10,3578.0,1,3578.0
SO44471,53,14562,2011-04-28,2011-05-05,2011-05-10,699.0,1,699.0
SO44472,17,2686,2011-04-29,2011-05-06,2011-05-11,3578.0,1,3578.0
SO44473,17,17256,2011-04-29,2011-05-06,2011-05-11,3578.0,1,3578.0
SO44474,51,3602,2011-04-29,2011-05-06,2011-05-11,699.0,1,699.0
SO44475,8,102,2011-04-29,2011-05-06,2011-05-11,3400.0,1,3400.0
SO44476,19,6914,2011-04-29,2011-05-06,2011-05-11,3578.0,1,3578.0
SO44477,20,6923,2011-04-29,2011-05-06,2011-05-11,3578.0,1,3578.0
SO44478,19,6727,2011-04-29,2011-05-06,2011-05-11,3578.0,1,3578.0
SO44479,5,18392,2011-04-30,2011-05-07,2011-05-12,3375.0,1,3375.0
SO44480,5,14892,2011-04-30,2011-05-07,2011-05-12,3375.0,1,3375.0
SO44571,10,18449,2011-05-01,2011-05-08,2011-05-13,3400.0,1,3400.0
SO44572,19,17665,2011-05-01,2011-05-08,2011-05-13,3578.0,1,3578.0
SO44573,10,14918,2011-05-01,2011-05-08,2011-05-13,3400.0,1,3400.0
SO44574,4,108,2011-05-01,2011-05-08,2011-05-13,3375.0,1,3375.0
SO44575,7,111,2011-05-01,2011-05-08,2011-05-13,3400.0,1,3400.0
SO44576,18,17661,2011-05-01,2011-05-08,2011-05-13,3578.0,1,3578.0
SO44577,19,17668,2011-05-02,2011-05-09,2011-05-14,3578.0,1,3578.0
SO44578,19,17654,2011-05-02,2011-05-09,2011-05-14,3578.0,1,3578.0
SO44579,17,17663,2011-05-02,2011-05-09,2011-05-14,3578.0,1,3578.0
SO44580,19,2783,2011-05-03,2011-05-10,2011-05-15,3578.0,1,3578.0
SO44581,3,109,2011-05-03,2011-05-10,2011-05-15,3375.0,1,3375.0
SO44582,9,135,2011-05-03,2011-05-10,2011-05-15,3400.0,1,3400.0
SO44583,20,7211,2011-05-03,2011-05-10,2011-05-15,3578.0,1,3578.0
SO44584,18,17672,2011-05-04,2011-05-11,2011-05-16,3578.0,1,3578.0
SO44585,17,17791,2011-05-04,2011-05-11,2011-05-16,3578.0,1,3578.0
SO44586,19,17795,2011-05-04,2011-05-11,2011-05-16,3578.0,1,3578.0
SO44587,16,17628,2011-05-04,2011-05-11,2011-05-16,3578.0,1,3578.0
SO44588,45,15684,2011-05-04,2011-05-11,2011-05-16,699.0,1,699.0
SO44589,9,105,2011-05-04,2011-05-11,2011-05-16,3400.0,1,3400.0
SO44590,20,2796,2011-05-05,2011-05-12,2011-05-17,3578.0,1,3578.0
SO44591,51,6988,2011-05-05,2011-05-12,2011-05-17,699.0,1,699.0
SO44592,19,17762,2011-05-05,2011-05-12,2011-05-17,3578.0,1,3578.0
SO44593,18,17646,2011-05-05,2011-05-12,2011-05-17,3578.0,1,3578.0
SO44594,20,7251,2011-05-05,2011-05-12,2011-05-17,3578.0,1,3578.0
SO44595,8,125,2011-05-05,2011-05-12,2011-05-17,3400.0,1,3400.0
SO44596,18,7239,2011-05-05,2011-05-12,2011-05-17,3578.0,1,3578.0
SO44597,20,1291,2011-05-06,2011-05-13,2011-05-18,3578.0,1,3578.0
SO44598,3,18401,2011-05-06,2011-05-13,2011-05-18,3375.0,1,3375.0
SO44599,20,17793,2011-05-06,2011-05-13,2011-05-18,3578.0,1,3578.0
SO44600,19,7244,2011-05-06,2011-05-13,2011-05-18,3578.0,1,3578.0
SO44601,8,118,2011-05-06,2011-05-13,2011-05-18,3400.0,1,3400.0
SO44602,19,3703,2011-05-07,2011-05-14,2011-05-19,3578.0,1,3578.0
SO44603,45,9168,2011-05-07,2011-05-14,2011-05-19,699.0,1,699.0
SO44604,53,8365,2011-05-07,2011-05-14,2011-05-19,699.0,1,699.0
SO44605,19,17673,2011-05-07,2011-05-14,2011-05-19,3578.0,1,3578.0
SO44606,18,17773,2011-05-07,2011-05-14,2011-05-19,3578.0,1,3578.0
SO44607,20,17775,2011-05-07,2011-05-14,2011-05-19,3578.0,1,3578.0
SO44608,18,7201,2011-05-07,2011-05-14,2011-05-19,3578.0,1,3578.0
SO44609,16,7221,2011-05-07,2011-05-14,2011-05-19,3578.0,1,3578.0
SO44610,18,7242,2011-05-07,2011-05-14,2011-05-19,3578.0,1,3578.0
SO44611,19,2779,2011-05-08,2011-05-15,2011-05-20,3578.0,1,3578.0
SO44612,16,17676,2011-05-08,2011-05-15,2011-05-20,3578.0,1,3578.0
SO44613,18,17629,2011-05-08,2011-05-15,2011-05-20,3578.0,1,3578.0
SO44614,17,17651,2011-05-08,2011-05-15,2011-05-20,3578.0,1,3578.0
